cluster,gene_symbol,specie,event_type,canonical_transcript_id,transcript_id,domain_name,c_domain_length,t_domain_length,c_domains_number,t_domains_number,is_longest_cds,is_most_like_canonical
chr3:clu_10461:RBM5,RBM5,human,dropped domain,ENST00000347869.8,ENST00000936118.1,IPR000467,47.0,,1.0,0.0,True,False
chr3:clu_10461:RBM5,RBM5,human,dropped domain,ENST00000347869.8,ENST00000441305.5,PTHR13948,807.0,,1.0,0.0,False,False
chr3:clu_10461:RBM5,RBM5,human,dropped domain,ENST00000347869.8,ENST00000441305.5,IPR035979,136.0,,1.0,0.0,False,False
chr3:clu_10461:RBM5,RBM5,human,dropped domain,ENST00000347869.8,ENST00000441305.5,IPR036443,36.0,,1.0,0.0,False,False
chr3:clu_10461:RBM5,RBM5,human,longer,ENST00000347869.8,ENST00000441305.5,IPR012677,127.0,132.0,1.0,1.0,False,False
chr3:clu_10461:RBM5,RBM5,human,dropped domain,ENST00000347869.8,ENST00000441305.5,cd16168,56.0,,1.0,0.0,False,False
chr3:clu_10461:RBM5,RBM5,human,dropped domain,ENST00000347869.8,ENST00000441305.5,IPR013087,31.0,,1.0,0.0,False,False
chr3:clu_10461:RBM5,RBM5,human,dropped domain,ENST00000347869.8,ENST00000441305.5,IPR000467,47.0,,1.0,0.0,False,False
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000704295.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,NM_001370104.2,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000397962.8,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,NM_001370119.2,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,NM_001370105.2,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000704343.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857257.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857271.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857256.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,NM_001330057.3,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857249.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857251.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857250.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,NM_001202466.3,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857267.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857265.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,NM_001370116.2,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,NM_001370120.2,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,NM_001370124.3,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000509513.6,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000381591.5,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857259.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857253.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857270.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857258.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,NM_001370112.2,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,NM_001370123.2,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000704315.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857272.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,NM_001370121.2,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000972252.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000704301.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000704303.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,XM_017015594.2,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000558098.4,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000704335.1,,,,,,,
chr10:clu_16825,ZMYND11,human,transcript_doesnt_have_features,ENST00000381604.9,ENST00000704336.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000488275.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000917037.1,,,,,,,
chr10:clu_16825,ZMYND11,human,transcript_doesnt_have_features,ENST00000381604.9,ENST00000439456.5,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000972238.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857255.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000972239.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000972240.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000972241.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857252.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857254.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000972242.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000972243.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000972244.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857260.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857261.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000972245.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857262.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857263.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857269.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857264.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000917038.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857283.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857266.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857284.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857268.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000917039.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000972247.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857274.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000972248.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857275.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000381584.6,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000602682.6,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000704339.1,,,,,,,
chr10:clu_16825,ZMYND11,human,no_unique_features,ENST00000381604.9,ENST00000857276.1,,,,,,,
