cluster,gene_symbol,specie,event_type,canonical_transcript_id,transcript_id,domain_name,c_domain_length,t_domain_length,c_domains_number,t_domains_number,is_longest_cds,is_most_like_canonical
SE_ENSG00000160305_21_1,DIP2A,human,no_unique_features,ENST00000417564.3,XM_047440719.1,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,no_unique_features,ENST00000417564.3,XM_047440720.1,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,no_unique_features,ENST00000417564.3,XM_011529502.2,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,no_unique_features,ENST00000417564.3,ENST00000457905.7,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,no_unique_features,ENST00000417564.3,ENST00000435722.7,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,no_unique_features,ENST00000417564.3,ENST00000466639.5,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,no_unique_features,ENST00000417564.3,NM_001353944.2,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,no_unique_features,ENST00000417564.3,NM_206891.3,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,transcript_doesnt_have_features,ENST00000417564.3,ENST00000494435.5,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,transcript_doesnt_have_features,ENST00000417564.3,ENST00000480553.1,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,transcript_doesnt_have_features,ENST00000417564.3,ENST00000472364.1,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,transcript_doesnt_have_features,ENST00000417564.3,ENST00000481883.1,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,transcript_doesnt_have_features,ENST00000417564.3,ENST00000478105.5,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,no_unique_features,ENST00000417564.3,ENST00000960786.1,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,no_unique_features,ENST00000417564.3,ENST00000960784.1,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,no_unique_features,ENST00000417564.3,ENST00000931213.1,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,no_unique_features,ENST00000417564.3,ENST00000960785.1,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,transcript_doesnt_have_features,ENST00000417564.3,ENST00000473752.5,,,,,,,
SE_ENSG00000160305_21_1,DIP2A,human,transcript_doesnt_have_features,ENST00000417564.3,ENST00000479654.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,feature_not_mapped,ENST00000290299.7,,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,no_unique_features,ENST00000290299.7,ENST00000495005.5,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,transcript_doesnt_have_features,ENST00000290299.7,ENST00000892986.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,transcript_doesnt_have_features,ENST00000290299.7,ENST00000918650.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,no_unique_features,ENST00000290299.7,ENST00000431254.5,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,no_unique_features,ENST00000290299.7,ENST00000918657.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,no_unique_features,ENST00000290299.7,ENST00000918654.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,no_unique_features,ENST00000290299.7,ENST00000892989.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,no_unique_features,ENST00000290299.7,ENST00000918653.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,transcript_doesnt_have_features,ENST00000290299.7,ENST00000918652.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,transcript_doesnt_have_features,ENST00000290299.7,ENST00000918651.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,transcript_doesnt_have_features,ENST00000290299.7,ENST00000418933.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,no_unique_features,ENST00000290299.7,ENST00000918658.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,no_unique_features,ENST00000290299.7,ENST00000918655.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,transcript_doesnt_have_features,ENST00000290299.7,ENST00000429064.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,no_unique_features,ENST00000290299.7,ENST00000892990.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,no_unique_features,ENST00000290299.7,ENST00000918656.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,no_unique_features,ENST00000290299.7,ENST00000892991.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,transcript_doesnt_have_features,ENST00000290299.7,ENST00000892988.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,no_unique_features,ENST00000290299.7,ENST00000484627.5,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,no_unique_features,ENST00000290299.7,ENST00000496044.5,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,no_unique_features,ENST00000290299.7,ENST00000487374.1,,,,,,,
MXE_ENSG00000241837_21_114,ATP5PO,human,dropped domain,ENST00000290299.7,ENST00000491703.5,IPR000711,198.0,,1.0,0.0,False,False
MXE_ENSG00000241837_21_114,ATP5PO,human,dropped domain,ENST00000290299.7,ENST00000491703.5,IPR026015,106.0,,1.0,0.0,False,False
MXE_ENSG00000241837_21_114,ATP5PO,human,shorter,ENST00000290299.7,ENST00000892987.1,IPR000711,198.0,66.0,1.0,1.0,False,False
MXE_ENSG00000241837_21_114,ATP5PO,human,shorter,ENST00000290299.7,ENST00000892987.1,IPR026015,106.0,60.0,1.0,1.0,False,False
MXE_ENSG00000241837_21_114,ATP5PO,human,shorter,ENST00000290299.7,ENST00000652380.1,IPR000711,198.0,134.0,1.0,1.0,True,False
MXE_ENSG00000241837_21_114,ATP5PO,human,dropped domain,ENST00000290299.7,ENST00000652380.1,IPR026015,106.0,,1.0,0.0,True,False
MXE_ENSG00000241837_21_114,ATP5PO,human,dropped domain,ENST00000290299.7,ENST00000417181.5,IPR000711,198.0,,1.0,0.0,False,False
MXE_ENSG00000241837_21_114,ATP5PO,human,dropped domain,ENST00000290299.7,ENST00000417181.5,IPR026015,106.0,,1.0,0.0,False,False
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,XM_047440822.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,XM_024452085.2,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,XM_006724011.2,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,NM_001002021.3,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,XM_047440825.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,XM_017028369.2,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000885165.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,XM_047440824.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,XM_047440823.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,XM_005261137.5,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,transcript_doesnt_have_features,ENST00000349048.9,XM_011529603.3,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,transcript_doesnt_have_features,ENST00000349048.9,ENST00000474114.5,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,transcript_doesnt_have_features,ENST00000349048.9,ENST00000498841.5,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,transcript_doesnt_have_features,ENST00000349048.9,ENST00000460020.5,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,transcript_doesnt_have_features,ENST00000349048.9,ENST00000467315.5,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,transcript_doesnt_have_features,ENST00000349048.9,ENST00000460521.5,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,transcript_doesnt_have_features,ENST00000349048.9,ENST00000495274.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,transcript_doesnt_have_features,ENST00000349048.9,ENST00000885166.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000916368.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000885167.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000885169.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000885168.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000946328.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000885170.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000885174.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000885173.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000916369.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,transcript_doesnt_have_features,ENST00000349048.9,ENST00000885172.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000885171.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000946329.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000946330.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000397961.6,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000885176.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000885175.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000885177.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000946331.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000946337.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000946332.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000885178.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,transcript_doesnt_have_features,ENST00000349048.9,ENST00000885179.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000946333.1,,,,,,,
RI_ENSG00000141959_21_125,PFKL,human,no_unique_features,ENST00000349048.9,ENST00000946335.1,,,,,,,
